weak,strong,grade,anchor,pragmatic,logical
tolerate,encourage,B,He tolerates the cold weather during winter hikes.,He does not encourage the cold weather during winter hikes.,He encourages the cold weather during winter hikes.
tolerate,encourage,B,I tolerate my coworker's different work style.,I do not encourage my coworker's different work style.,I encourage my coworker's different work style.
tolerate,encourage,B,She tolerates the occasional delay in deliveries.,She does not encourage the occasional delay in deliveries.,She encourages the occasional delay in deliveries.
tolerate,encourage,B,The coach tolerates mistakes during practice sessions.,The coach does not encourage mistakes during practice sessions.,The coach encourages mistakes during practice sessions.
tolerate,encourage,B,We tolerate the quirks of our friends.,We do not encourage the quirks of our friends.,We encourage the quirks of our friends.
tolerate,encourage,B,I can tolerate being out of my comfort zone occasionally.,I cannot encourage being out of my comfort zone occasionally.,I encourage being out of my comfort zone occasionally.
usually,always,B,They usually go for a walk after dinner.,They do not always go for a walk after dinner.,They always go for a walk after dinner.
usually,always,B,He usually plays soccer on weekends.,He does not always play soccer on weekends.,He always plays soccer on weekends.
usually,always,B,We usually eat out on Fridays.,We do not always eat out on Fridays.,We always eat out on Fridays.
usually,always,B,The kids usually do their homework after school.,The kids do not always do their homework after school.,The kids always do their homework after school.
usually,always,B,She usually takes a nap in the afternoon.,She does not always take a nap in the afternoon.,She always takes a nap in the afternoon.
usually,always,B,They usually watch movies on Saturday nights.,They do not always watch movies on Saturday nights.,They always watch movies on Saturday nights.
usually,always,B,He usually helps his parents with chores.,He does not always help his parents with chores.,He always helps his parents with chores.
usually,always,B,We usually visit the museum on weekends.,We do not always visit the museum on weekends.,We always visit the museum on weekends.
usually,always,B,She usually reads a book before bed.,She does not always read a book before bed.,She always reads a book before bed.
usually,always,B,The students usually study in the library.,The students do not always study in the library.,The students always study in the library.
usually,always,B,He usually plays video games after school.,He does not always play video games after school.,He always plays video games after school.
usually,always,B,They usually celebrate birthdays with a cake.,They do not always celebrate birthdays with a cake.,They always celebrate birthdays with a cake.
usually,always,B,She usually goes shopping on Sundays.,She does not always go shopping on Sundays.,She always goes shopping on Sundays.
usually,always,B,He usually jogs in the park each morning.,He does not always jog in the park each morning.,He always jogs in the park each morning.
usually,always,B,They usually attend family gatherings for holidays.,They do not always attend family gatherings for holidays.,They always attend family gatherings for holidays.
usually,always,B,The teacher usually assigns homework on Fridays.,The teacher does not always assign homework on Fridays.,The teacher always assigns homework on Fridays.
usually,always,B,She usually plays the piano in the evenings.,She does not always play the piano in the evenings.,She always plays the piano in the evenings.
usually,always,B,He usually takes the bus to work.,He does not always take the bus to work.,He always takes the bus to work.
usually,always,B,They usually go to the beach in the summer.,They do not always go to the beach in the summer.,They always go to the beach in the summer.
usually,always,B,She usually practices yoga in the morning.,She does not always practice yoga in the morning.,She always practices yoga in the morning.
usually,always,B,He usually checks his email before work.,He does not always check his email before work.,He always checks his email before work.
usually,always,B,They usually eat breakfast together.,They do not always eat breakfast together.,They always eat breakfast together.
usually,always,B,She usually rides her bike to class.,She does not always ride her bike to class.,She always rides her bike to class.
usually,always,B,He usually attends the morning meetings.,He does not always attend the morning meetings.,He always attends the morning meetings.
usually,always,B,They usually have a picnic in the park.,They do not always have a picnic in the park.,They always have a picnic in the park.
usually,always,B,She usually cooks dinner for her family.,She does not always cook dinner for her family.,She always cooks dinner for her family.
usually,always,B,He usually plays chess with his grandfather.,He does not always play chess with his grandfather.,He always plays chess with his grandfather.
usually,always,B,They usually visit the grandparents on holidays.,They do not always visit the grandparents on holidays.,They always visit the grandparents on holidays.
usually,always,B,She usually attends yoga classes three times a week.,She does not always attend yoga classes three times a week.,She always attends yoga classes three times a week.
usually,always,B,He usually maintains a healthy diet.,He does not always maintain a healthy diet.,He always maintains a healthy diet.
usually,always,B,They usually play board games on rainy days.,They do not always play board games on rainy days.,They always play board games on rainy days.
usually,always,B,She usually takes her dog for a walk in the evening.,She does not always take her dog for a walk in the evening.,She always takes her dog for a walk in the evening.
usually,always,B,He usually practices guitar in the afternoon.,He does not always practice guitar in the afternoon.,He always practices guitar in the afternoon.
usually,always,B,They usually play music while cooking.,They do not always play music while cooking.,They always play music while cooking.
usually,always,B,She usually plants flowers in the garden.,She does not always plant flowers in the garden.,She always plants flowers in the garden.
usually,always,B,He usually participates in community service events.,He does not always participate in community service events.,He always participates in community service events.
usually,always,B,They usually work out at the gym in the evenings.,They do not always work out at the gym in the evenings.,They always work out at the gym in the evenings.
usually,always,B,She usually keeps a journal of her thoughts.,She does not always keep a journal of her thoughts.,She always keeps a journal of her thoughts.
usually,always,B,He usually volunteers at the local shelter.,He does not always volunteer at the local shelter.,He always volunteers at the local shelter.
usually,always,B,They usually travel to new places during vacation.,They do not always travel to new places during vacation.,They always travel to new places during vacation.
usually,always,B,She usually enjoys a cup of tea in the afternoon.,She does not always enjoy a cup of tea in the afternoon.,She always enjoys a cup of tea in the afternoon.
usually,always,B,He usually takes notes during lectures.,He does not always take notes during lectures.,He always takes notes during lectures.
usually,always,B,They usually share stories around the campfire.,They do not always share stories around the campfire.,They always share stories around the campfire.
usually,always,B,She usually checks her phone for messages often.,She does not always check her phone for messages often.,She always checks her phone for messages often.
usually,always,B,He usually meets with friends on the weekend.,He does not always meet with friends on the weekend.,He always meets with friends on the weekend.
usually,always,B,They usually decorate their house for the holidays.,They do not always decorate their house for the holidays.,They always decorate their house for the holidays.
usually,always,B,She usually sings in the choir at church.,She does not always sing in the choir at church.,She always sings in the choir at church.
usually,always,B,He usually plays basketball every Friday.,He does not always play basketball every Friday.,He always plays basketball every Friday.
usually,always,B,They usually enjoy family game nights.,They do not always enjoy family game nights.,They always enjoy family game nights.
usually,always,B,She usually attends concert performances at the park.,She does not always attend concert performances at the park.,She always attends concert performances at the park.
usually,always,B,They usually ride their bikes after school.,They do not always ride their bikes after school.,They always ride their bikes after school.
usually,always,B,She usually draws in her sketchbook during free time.,She does not always draw in her sketchbook during free time.,She always draws in her sketchbook during free time.
usually,always,B,He usually solves puzzles to relax.,He does not always solve puzzles to relax.,He always solves puzzles to relax.
usually,always,B,They usually play outside after school.,They do not always play outside after school.,They always play outside after school.
usually,always,B,She usually watches the sunset from her balcony.,She does not always watch the sunset from her balcony.,She always watches the sunset from her balcony.
usually,always,B,He usually participates in local sports leagues.,He does not always participate in local sports leagues.,He always participates in local sports leagues.
usually,always,B,They usually have breakfast at 8 a.m.,They do not always have breakfast at 8 a.m.,They always have breakfast at 8 a.m.
usually,always,B,She usually enjoys painting on the weekends.,She does not always enjoy painting on the weekends.,She always enjoys painting on the weekends.
usually,always,B,He usually reads the newspaper in the morning.,He does not always read the newspaper in the morning.,He always reads the newspaper in the morning.
usually,always,B,They usually go on road trips during summer.,They do not always go on road trips during summer.,They always go on road trips during summer.
usually,always,B,She usually makes time for self-care activities.,She does not always make time for self-care activities.,She always makes time for self-care activities.
usually,always,B,She usually goes for a run in the morning.,She doesn't always go for a run in the morning.,She always goes for a run in the morning.
usually,always,B,They usually have pizza on Fridays.,They don't always have pizza on Fridays.,They always have pizza on Fridays.
usually,always,B,He usually reads a book before bedtime.,He doesn't always read a book before bedtime.,He always reads a book before bedtime.
usually,always,B,The store usually opens at 9 AM.,The store doesn't always open at 9 AM.,The store always opens at 9 AM.
usually,always,B,We usually take a walk after dinner.,We don't always take a walk after dinner.,We always take a walk after dinner.
usually,always,B,I usually drink coffee in the morning.,I don't always drink coffee in the morning.,I always drink coffee in the morning.
usually,always,B,She usually wears glasses for reading.,She doesn't always wear glasses for reading.,She always wears glasses for reading.
usually,always,B,They usually play soccer on weekends.,They don't always play soccer on weekends.,They always play soccer on weekends.
usually,always,B,He usually brings lunch to work.,He doesn't always bring lunch to work.,He always brings lunch to work.
usually,always,B,The dog usually barks at strangers.,The dog doesn't always bark at strangers.,The dog always barks at strangers.
usually,always,B,She usually listens to music while studying.,She doesn't always listen to music while studying.,She always listens to music while studying.
usually,always,B,They usually enjoy going to the movies.,They don't always enjoy going to the movies.,They always enjoy going to the movies.
usually,always,B,I usually finish my homework before dinner.,I don't always finish my homework before dinner.,I always finish my homework before dinner.
usually,always,B,He usually helps his neighbors with their groceries.,He doesn't always help his neighbors with their groceries.,He always helps his neighbors with their groceries.
usually,always,B,The team usually practices every day.,The team doesn't always practice every day.,The team always practices every day.
usually,always,B,She usually takes her dog to the park.,She doesn't always take her dog to the park.,She always takes her dog to the park.
usually,always,B,We usually celebrate birthdays with cake.,We don't always celebrate birthdays with cake.,We always celebrate birthdays with cake.
usually,always,B,He usually checks his emails in the evening.,He doesn't always check his emails in the evening.,He always checks his emails in the evening.
usually,always,B,They usually organize a family gathering during the holidays.,They don't always organize a family gathering during the holidays.,They always organize a family gathering during the holidays.
usually,always,B,I usually take the bus to work.,I don't always take the bus to work.,I always take the bus to work.
usually,always,B,They usually enjoy hiking on weekends.,They do not always enjoy hiking on weekends.,They always enjoy hiking on weekends.
usually,always,B,He usually reads before bedtime.,He does not always read before bedtime.,He always reads before bedtime.
usually,always,B,We usually have pizza on Fridays.,We do not always have pizza on Fridays.,We always have pizza on Fridays.
usually,always,B,The team usually practices after school.,The team does not always practice after school.,The team always practices after school.
usually,always,B,She usually drinks coffee in the morning.,She does not always drink coffee in the morning.,She always drinks coffee in the morning.
usually,always,B,He usually takes his dog for a walk.,He does not always take his dog for a walk.,He always takes his dog for a walk.
usually,always,B,They usually visit their grandparents on Sundays.,They do not always visit their grandparents on Sundays.,They always visit their grandparents on Sundays.
usually,always,B,I usually water the plants every week.,I do not always water the plants every week.,I always water the plants every week.
usually,always,B,She usually attends yoga classes.,She does not always attend yoga classes.,She always attends yoga classes.
usually,always,B,He usually cooks dinner on weeknights.,He does not always cook dinner on weeknights.,He always cooks dinner on weeknights.
usually,always,B,They usually go to the cinema on Fridays.,They do not always go to the cinema on Fridays.,They always go to the cinema on Fridays.
usually,always,B,I usually clean my room on Saturdays.,I do not always clean my room on Saturdays.,I always clean my room on Saturdays.
usually,always,B,She usually shops for groceries on Thursdays.,She does not always shop for groceries on Thursdays.,She always shops for groceries on Thursdays.
usually,always,B,He usually plays video games in the evening.,He does not always play video games in the evening.,He always plays video games in the evening.
usually,always,B,They usually participate in community service.,They do not always participate in community service.,They always participate in community service.
usually,always,B,I usually listen to music while working.,I do not always listen to music while working.,I always listen to music while working.
usually,always,B,She usually follows a workout routine.,She does not always follow a workout routine.,She always follows a workout routine.
usually,always,B,He usually checks his emails in the morning.,He does not always check his emails in the morning.,He always checks his emails in the morning.
usually,always,B,They usually celebrate anniversaries with a dinner.,They do not always celebrate anniversaries with a dinner.,They always celebrate anniversaries with a dinner.
warm,hot,B,The tea is warm and comforting on a chilly day.,The tea is not hot and comforting on a chilly day.,The tea is hot and comforting on a chilly day.
warm,hot,B,The soup is warm and ready to be served.,The soup is not hot and ready to be served.,The soup is hot and ready to be served.
warm,hot,B,The blanket feels warm against my skin.,The blanket does not feel hot against my skin.,The blanket feels hot against my skin.
warm,hot,B,The sun is warm on my back during the afternoon.,The sun is not hot on my back during the afternoon.,The sun is hot on my back during the afternoon.
warm,hot,B,The bathwater is warm and soothing after a long day.,The bathwater is not hot and soothing after a long day.,The bathwater is hot and soothing after a long day.
warm,hot,B,The cookies came out of the oven warm and delicious.,The cookies did not come out of the oven hot and delicious.,The cookies came out of the oven hot and delicious.
warm,hot,B,The air feels warm in the cozy cabin.,The air does not feel hot in the cozy cabin.,The air feels hot in the cozy cabin.
warm,hot,B,The coffee is warm enough to sip slowly.,The coffee is not hot enough to sip slowly.,The coffee is hot enough to sip slowly.
warm,hot,B,The pavement feels warm under my feet.,The pavement does not feel hot under my feet.,The pavement feels hot under my feet.
warm,hot,B,The candlelight provides a warm glow in the room.,The candlelight does not provide a hot glow in the room.,The candlelight provides a hot glow in the room.
warm,hot,B,The chocolate is warm and melting on the edge of the pan.,The chocolate is not hot and melting on the edge of the pan.,The chocolate is hot and melting on the edge of the pan.
warm,hot,B,The fireplace gives off a warm ambiance in the living room.,The fireplace does not give off a hot ambiance in the living room.,The fireplace gives off a hot ambiance in the living room.
warm,hot,B,The breeze in the evening is warm and gentle.,The breeze in the evening is not hot and gentle.,The breeze in the evening is hot and gentle.
warm,hot,B,The sand is warm beneath my towel on the beach.,The sand is not hot beneath my towel on the beach.,The sand is hot beneath my towel on the beach.
warm,hot,B,The mug of cider feels warm in my hands.,The mug of cider does not feel hot in my hands.,The mug of cider feels hot in my hands.
warm,hot,B,The smoothie is warm and refreshing in the summer heat.,The smoothie is not hot and refreshing in the summer heat.,The smoothie is hot and refreshing in the summer heat.
warm,hot,B,The wool sweater is warm and cozy for winter.,The wool sweater is not hot and cozy for winter.,The wool sweater is hot and cozy for winter.
warm,hot,B,The chocolate chip pancakes are warm and inviting.,The chocolate chip pancakes are not hot and inviting.,The chocolate chip pancakes are hot and inviting.
warm,hot,B,The washing machine leaves the clothes warm after a cycle.,The washing machine does not leave the clothes hot after a cycle.,The washing machine leaves the clothes hot after a cycle.
warm,hot,B,The rice is warm and fluffy in the bowl.,The rice is not hot and fluffy in the bowl.,The rice is hot and fluffy in the bowl.
warm,hot,B,The pie is warm and aromatic right out of the oven.,The pie is not hot and aromatic right out of the oven.,The pie is hot and aromatic right out of the oven.
warm,hot,B,The sunlight feels warm on my skin during the hike.,The sunlight does not feel hot on my skin during the hike.,The sunlight feels hot on my skin during the hike.
warm,hot,B,"The jacket is warm, perfect for a chilly evening.","The jacket is not hot, perfect for a chilly evening.","The jacket is hot, perfect for a chilly evening."
warm,hot,B,The chocolate sauce is warm and drizzled over ice cream.,The chocolate sauce is not hot and drizzled over ice cream.,The chocolate sauce is hot and drizzled over ice cream.
warm,hot,B,The sun's rays are warm and soothing for my skin.,The sun's rays are not hot and soothing for my skin.,The sun's rays are hot and soothing for my skin.
warm,hot,B,The shower water is warm and relaxing after the gym.,The shower water is not hot and relaxing after the gym.,The shower water is hot and relaxing after the gym.
warm,hot,B,The pasta is warm and covered in sauce.,The pasta is not hot and covered in sauce.,The pasta is hot and covered in sauce.
warm,hot,B,The tea kettle is warm to the touch after boiling.,The tea kettle is not hot to the touch after boiling.,The tea kettle is hot to the touch after boiling.
warm,hot,B,The fireplace keeps the room warm during winter nights.,The fireplace does not keep the room hot during winter nights.,The fireplace keeps the room hot during winter nights.
warm,hot,B,The stew is warm and filled with flavor.,The stew is not hot and filled with flavor.,The stew is hot and filled with flavor.
warm,hot,B,The mittens feel warm on my chilly hands.,The mittens do not feel hot on my chilly hands.,The mittens feel hot on my chilly hands.
warm,hot,B,The warm weather allows us to enjoy the garden.,The warm weather does not allow us to enjoy the garden.,The hot weather allows us to enjoy the garden.
warm,hot,B,The apple cider is warm and spiced perfectly.,The apple cider is not hot and spiced perfectly.,The apple cider is hot and spiced perfectly.
warm,hot,B,The light from the lamp is warm and inviting.,The light from the lamp is not hot and inviting.,The light from the lamp is hot and inviting.
warm,hot,B,The sun makes the sand warm and pleasant to walk on.,The sun does not make the sand hot and pleasant to walk on.,The sun makes the sand hot and pleasant to walk on.
warm,hot,B,"The tea is warm, perfect for a quiet afternoon.","The tea is not hot, perfect for a quiet afternoon.","The tea is hot, perfect for a quiet afternoon."
warm,hot,B,The fruit is warm and has a rich flavor.,The fruit is not hot and has a rich flavor.,The fruit is hot and has a rich flavor.
warm,hot,B,The pasta salad is warm and enjoyable as a side dish.,The pasta salad is not hot and enjoyable as a side dish.,The pasta salad is hot and enjoyable as a side dish.
warm,hot,B,The football game was warm enough to enjoy without a coat.,The football game was not hot enough to enjoy without a coat.,The football game was hot enough to enjoy without a coat.
warm,hot,B,The bread rolls are warm and perfect for dinner.,The bread rolls are not hot and perfect for dinner.,The bread rolls are hot and perfect for dinner.
warm,hot,B,The warm light of the sunset fills the room.,The warm light of the sunset does not fill the room hot.,The hot light of the sunset fills the room.
warm,hot,B,The milk is warm and nice for bedtime.,The milk is not hot and nice for bedtime.,The milk is hot and nice for bedtime.
warm,hot,B,The pool water was warm and inviting on a hot day.,The pool water was not hot and inviting on a hot day.,The pool water was hot and inviting on a hot day.
warm,hot,B,The mug of cocoa is warm and delicious by the fireplace.,The mug of cocoa is not hot and delicious by the fireplace.,The mug of cocoa is hot and delicious by the fireplace.
warm,hot,B,The hot tub is warm and perfect for relaxing.,The hot tub is not hot and perfect for relaxing.,The hot tub is hot and perfect for relaxing.
warm,hot,B,The garden is warm and full of blooming flowers.,The garden is not hot and full of blooming flowers.,The garden is hot and full of blooming flowers.
warm,hot,B,The hot cocoa is warm and delightful in winter.,The hot cocoa is not hot and delightful in winter.,The hot cocoa is hot and delightful in winter.
warm,hot,B,The fireplace is warm and crackling with logs.,The fireplace is not hot and crackling with logs.,The fireplace is hot and crackling with logs.
warm,hot,B,The heated blanket feels warm and cozy at night.,The heated blanket does not feel hot and cozy at night.,The heated blanket feels hot and cozy at night.
warm,hot,B,The soup is warm and comforting on a chilly day.,The soup is not hot and comforting on a chilly day.,The soup is hot and comforting on a chilly day.
warm,hot,B,The sun feels warm on my skin during the afternoon.,The sun does not feel hot on my skin during the afternoon.,The sun feels hot on my skin during the afternoon.
warm,hot,B,The tea is warm enough to sip slowly.,The tea is not hot enough to sip slowly.,The tea is hot enough to sip slowly.
warm,hot,B,The blanket is warm and cozy for the winter nights.,The blanket is not hot and cozy for the winter nights.,The blanket is hot and cozy for the winter nights.
warm,hot,B,The fireplace makes the room warm and inviting.,The fireplace does not make the room hot and inviting.,The fireplace makes the room hot and inviting.
warm,hot,B,The bathwater is warm enough to relax in.,The bathwater is not hot enough to relax in.,The bathwater is hot enough to relax in.
warm,hot,B,"The weather is warm, perfect for a picnic.","The weather is not hot, perfect for a picnic.","The weather is hot, perfect for a picnic."
warm,hot,B,The bread is warm and freshly baked.,The bread is not hot and freshly baked.,The bread is hot and freshly baked.
warm,hot,B,The day feels warm as we walk through the park.,The day does not feel hot as we walk through the park.,The day feels hot as we walk through the park.
warm,hot,B,"The air in the room is warm, making it comfortable.","The air in the room is not hot, making it comfortable.","The air in the room is hot, making it comfortable."
warm,hot,B,The chocolate is warm and melts in my mouth.,The chocolate is not hot and melts in my mouth.,The chocolate is hot and melts in my mouth.
warm,hot,B,The mild curry is warm and flavorful.,The mild curry is not hot and flavorful.,The mild curry is hot and flavorful.
warm,hot,B,The sand feels warm beneath my feet.,The sand does not feel hot beneath my feet.,The sand feels hot beneath my feet.
warm,hot,B,The breeze is warm and pleasant against my face.,The breeze is not hot and pleasant against my face.,The breeze is hot and pleasant against my face.
warm,hot,B,The towel is warm after being in the dryer.,The towel is not hot after being in the dryer.,The towel is hot after being in the dryer.
warm,hot,B,The muffins are warm and ready to be served.,The muffins are not hot and ready to be served.,The muffins are hot and ready to be served.
warm,hot,B,The candle emits a warm glow in the dark.,The candle does not emit a hot glow in the dark.,The candle emits a hot glow in the dark.
warm,hot,B,The asphalt feels warm under the summer sun.,The asphalt does not feel hot under the summer sun.,The asphalt feels hot under the summer sun.
warm,hot,B,The jacket is warm enough for a brisk evening.,The jacket is not hot enough for a brisk evening.,The jacket is hot enough for a brisk evening.
warm,hot,B,The coffee is warm enough to enjoy on a chilly morning.,The coffee is not hot enough to enjoy on a chilly morning.,The coffee is hot enough to enjoy on a chilly morning.
warm,hot,B,The soup is warm and comforting on a rainy day.,The soup is not hot and comforting on a rainy day.,The soup is hot and comforting on a rainy day.
warm,hot,B,The sunlight is warm as it filters through the trees.,The sunlight is not hot as it filters through the trees.,The sunlight is hot as it filters through the trees.
warm,hot,B,The blanket feels warm against my skin during the winter.,The blanket does not feel hot against my skin during the winter.,The blanket feels hot against my skin during the winter.
warm,hot,B,"The shower water is warm, making it a perfect start to my day.","The shower water is not hot, making it a perfect start to my day.","The shower water is hot, making it a perfect start to my day."
warm,hot,B,"The tea is warm, and I enjoy sipping it slowly.","The tea is not hot, and I enjoy sipping it slowly.","The tea is hot, and I enjoy sipping it slowly."
warm,hot,B,The room feels warm with the heater on low.,The room does not feel hot with the heater on low.,The room feels hot with the heater on low.
warm,hot,B,The air outside is warm as spring approaches.,The air outside is not hot as spring approaches.,The air outside is hot as spring approaches.
warm,hot,B,The freshly baked cookies are warm and inviting.,The freshly baked cookies are not hot and inviting.,The freshly baked cookies are hot and inviting.
warm,hot,B,The bread is warm right out of the oven.,The bread is not hot right out of the oven.,The bread is hot right out of the oven.
warm,hot,B,"The pasta is warm, making it enjoyable to eat.","The pasta is not hot, making it enjoyable to eat.","The pasta is hot, making it enjoyable to eat."
warm,hot,B,The sand feels warm under my feet at the beach.,The sand does not feel hot under my feet at the beach.,The sand feels hot under my feet at the beach.
warm,hot,B,"The milk is warm, perfect for making hot chocolate.","The milk is not hot, perfect for making hot chocolate.","The milk is hot, perfect for making hot chocolate."
warm,hot,B,The fireplace gives off a warm glow in the evening.,The fireplace does not give off a hot glow in the evening.,The fireplace gives off a hot glow in the evening.
warm,hot,B,"The weather is warm today, ideal for a picnic.","The weather is not hot today, ideal for a picnic.","The weather is hot today, ideal for a picnic."
warm,hot,B,The curry is warm and filled with spices.,The curry is not hot and filled with spices.,The curry is hot and filled with spices.
warm,hot,B,The jacket feels warm enough for a fall evening.,The jacket does not feel hot enough for a fall evening.,The jacket feels hot enough for a fall evening.
warm,hot,B,The cozy blanket kept me warm on the chilly evening.,The cozy blanket did not keep me hot on the chilly evening.,The cozy blanket kept me hot on the chilly evening.
warm,hot,B,The soup is warm and perfect for a rainy day.,The soup is not hot and perfect for a rainy day.,The soup is hot and perfect for a rainy day.
warm,hot,B,The sunshine felt warm as we lounged on the beach.,The sunshine did not feel hot as we lounged on the beach.,The sunshine felt hot as we lounged on the beach.
warm,hot,B,The mug of tea was warm in my hands.,The mug of tea was not hot in my hands.,The mug of tea was hot in my hands.
warm,hot,B,"After the workout, my body felt warm.","After the workout, my body did not feel hot.","After the workout, my body felt hot."
warm,hot,B,The soup is warm and perfect for a chilly day.,The soup is not hot and perfect for a chilly day.,The soup is hot and perfect for a chilly day.
warm,hot,B,The sunlight is warm.,The sunlight is not hot.,The sunlight is hot.
warm,hot,B,"The tea is warm, making it a delightful drink this afternoon.","The tea is not hot, making it a delightful drink this afternoon.","The tea is hot, making it a delightful drink this afternoon."
warm,hot,B,The blanket feels warm against my skin on this cool night.,The blanket does not feel hot against my skin on this cool night.,The blanket feels hot against my skin on this cool night.
warm,hot,B,The bread is warm.,The bread is not hot.,The bread is hot right.
warm,hot,B,The sun felt warm on my skin during the afternoon.,The sun did not feel hot on my skin during the afternoon.,The sun felt hot on my skin during the afternoon.
warm,hot,B,The blanket is warm enough to keep me cozy at night.,The blanket is not hot enough to keep me cozy at night.,The blanket is hot enough to keep me cozy at night.
warm,hot,B,The tea is warm and perfect for sipping slowly.,The tea is not hot and perfect for sipping slowly.,The tea is hot and perfect for sipping slowly.
warm,hot,B,"The weather today is warm, ideal for a picnic.","The weather today is not hot, ideal for a picnic.","The weather today is hot, ideal for a picnic."
warm,hot,B,The bath water is warm and soothing after a long day.,The bath water is not hot and soothing after a long day.,The bath water is hot and soothing after a long day.
adequate,good,C,The team's performance was adequate given the circumstances.,The team's performance was not good given the circumstances.,The team's performance was good given the circumstances.
adequate,good,C,Her explanation was adequate for the audience.,Her explanation was not good for the audience.,Her explanation was good for the audience.
adequate,good,C,The weather conditions were adequate for the picnic.,The weather conditions were not good for the picnic.,The weather conditions were good for the picnic.
adequate,good,C,The project proposal was adequate for approval.,The project proposal was not good for approval.,The project proposal was good for approval.
adequate,good,C,His performance in the exam was adequate.,His performance in the exam was not good.,His performance in the exam was good.
adequate,good,C,The food served at the event was adequate.,The food served at the event was not good.,The food served at the event was good.
adequate,good,C,The venue was adequate for hosting the conference.,The venue was not good for hosting the conference.,The venue was good for hosting the conference.
adequate,good,C,The instructions provided were adequate for completing the task.,The instructions provided were not good for completing the task.,The instructions provided were good for completing the task.
adequate,good,C,Her skills in the job interview were adequate.,Her skills in the job interview were not good.,Her skills in the job interview were good.
adequate,good,C,The team's collaboration was adequate on the project.,The team's collaboration was not good on the project.,The team's collaboration was good on the project.
adequate,good,C,The customer service we received was adequate.,The customer service we received was not good.,The customer service we received was good.
adequate,good,C,The explanation given in the class was adequate.,The explanation given in the class was not good.,The explanation given in the class was good.
adequate,good,C,Her participation in the group discussion was adequate.,Her participation in the group discussion was not good.,Her participation in the group discussion was good.
adequate,good,C,The presentation was adequate for a first-time speaker.,The presentation was not good for a first-time speaker.,The presentation was good for a first-time speaker.
adequate,good,C,The film received adequate reviews from critics.,The film did not receive good reviews from critics.,The film received good reviews from critics.
adequate,good,C,The training materials were adequate for the workshop.,The training materials were not good for the workshop.,The training materials were good for the workshop.
adequate,good,C,The software's performance was adequate for our needs.,The software's performance was not good for our needs.,The software's performance was good for our needs.
adequate,good,C,The layout of the website is adequate for navigation.,The layout of the website is not good for navigation.,The layout of the website is good for navigation.
adequate,good,C,The feedback received from the audience was adequate.,The feedback received from the audience was not good.,The feedback received from the audience was good.
adequate,good,C,The support from the community was adequate during the event.,The support from the community was not good during the event.,The support from the community was good during the event.
adequate,good,C,The health benefits of the diet are adequate.,The health benefits of the diet are not good.,The health benefits of the diet are good.
adequate,good,C,The level of security at the event was adequate.,The level of security at the event was not good.,The level of security at the event was good.
adequate,good,C,The amount of time allotted for the test was adequate.,The amount of time allotted for the test was not good.,The amount of time allotted for the test was good.
adequate,good,C,The quality of the materials used was adequate.,The quality of the materials used was not good.,The quality of the materials used was good.
adequate,good,C,The delivery of the package was adequate.,The delivery of the package was not good.,The delivery of the package was good.
adequate,good,C,The performance of the athlete was adequate during the competition.,The performance of the athlete was not good during the competition.,The performance of the athlete was good during the competition.
adequate,good,C,The academic performance of the student was adequate this semester.,The academic performance of the student was not good this semester.,The academic performance of the student was good this semester.
adequate,good,C,The response time to the queries was adequate.,The response time to the queries was not good.,The response time to the queries was good.
adequate,good,C,The information provided was adequate for understanding the topic.,The information provided was not good for understanding the topic.,The information provided was good for understanding the topic.
adequate,good,C,The cleanliness of the facilities was adequate.,The cleanliness of the facilities was not good.,The cleanliness of the facilities was good.
adequate,good,C,The team effort was adequate in achieving our goals.,The team effort was not good in achieving our goals.,The team effort was good in achieving our goals.
adequate,good,C,The instructions given were adequate for assembling the furniture.,The instructions given were not good for assembling the furniture.,The instructions given were good for assembling the furniture.
adequate,good,C,The recommendations in the report were adequate.,The recommendations in the report were not good.,The recommendations in the report were good.
adequate,good,C,The technical support provided was adequate.,The technical support provided was not good.,The technical support provided was good.
adequate,good,C,The communication skills demonstrated were adequate.,The communication skills demonstrated were not good.,The communication skills demonstrated were good.
adequate,good,C,The guidance from the mentor was adequate.,The guidance from the mentor was not good.,The guidance from the mentor was good.
adequate,good,C,The resources available for research were adequate.,The resources available for research were not good.,The resources available for research were good.
adequate,good,C,The timing of the event was adequate for attendees.,The timing of the event was not good for attendees.,The timing of the event was good for attendees.
adequate,good,C,The quality of care provided was adequate during the treatment.,The quality of care provided was not good during the treatment.,The quality of care provided was good during the treatment.
adequate,good,C,The training session was adequate for new staff members.,The training session was not good for new staff members.,The training session was good for new staff members.
adequate,good,C,The options available were adequate for our needs.,The options available were not good for our needs.,The options available were good for our needs.
adequate,good,C,The experience at the hotel was adequate for a short stay.,The experience at the hotel was not good for a short stay.,The experience at the hotel was good for a short stay.
adequate,good,C,The guidance provided was adequate for completing the project.,The guidance provided was not good for completing the project.,The guidance provided was good for completing the project.
adequate,good,C,The assistance received was adequate for resolving the issue.,The assistance received was not good for resolving the issue.,The assistance received was good for resolving the issue.
adequate,good,C,The class size was adequate for effective learning.,The class size was not good for effective learning.,The class size was good for effective learning.
adequate,good,C,The content of the book is adequate for beginners.,The content of the book is not good for beginners.,The content of the book is good for beginners.
adequate,good,C,The product's quality was adequate for the price.,The product's quality was not good for the price.,The product's quality was good for the price.
